Numer	Journal	Field
	Finanz-archiv : Zeitschrift fur das Gesamte Finanzwesen	Economics & Business 
	Fiscal Studies	Economics & Business 
	GENEVA Papers on Risk and Insurance Theory	Economics & Business 
	German Economic Review	Economics & Business 
	Global Economy Journal	Economics & Business 
	Handbook of Computational Economics	Economics & Business 
	Handbook of Economic Growth	Economics & Business 
	Handbook of Regional and Urban Economics	Economics & Business 
	Hitotsubashi Journal of Economics	Economics & Business 
	IMF Occasional Papers	Economics & Business 
	Info	Economics & Business 
	Information Economics and Policy	Economics & Business 
	Intereconomics	Economics & Business 
	International Advances in Economic Research	Economics & Business 
	International Economic Review	Economics & Business 
	International Economics and Economic Policy	Economics & Business 
	International Finance	Economics & Business 
	International Journal of Finance & Economics	Economics & Business 
	International Journal of Industrial Organization	Economics & Business 
	International Journal of the Economics of Business	Economics & Business 
	International Monetary Fund Staff Papers	Economics & Business 
	International Review of Applied Economics	Economics & Business 
	International Review of Economics & Finance	Economics & Business 
	International Review of Law and Economics	Economics & Business 
	International Tax and Public Finance	Economics & Business 
	International Trade Journal	Economics & Business 
	Jahrbuch für Regionalwissenschaft	Economics & Business 
	Jahrbuch fur Wirtschaftsgeschichte	Economics & Business 
	Jahrbucher fur Nationalokonomie und Statistik	Economics & Business 
	Japan and the World Economy	Economics & Business 
	Journal of Applied Economics	Economics & Business 
	Journal of Asian Economics	Economics & Business 
	Journal of Bioeconomics	Economics & Business 
	Journal of Business Economics and Management	Economics & Business 
	Journal of Comparative Economics	Economics & Business 
	Journal of Competition Law and Economics	Economics & Business 
	Journal of Cultural Economics	Economics & Business 
	Journal of economic and social measurement	Economics & Business 
	Journal of Economic Behavior & Organization	Economics & Business 
	Journal of Economic Dynamics and Control	Economics & Business 
	Journal of Economic Growth	Economics & Business 
	Journal of Economic Issues	Economics & Business 
	Journal of Economic Literature	Economics & Business 
	Journal of Economic Methodology	Economics & Business 
	Journal of Economic Perspectives	Economics & Business 
	Journal of Economic Psychology	Economics & Business 
	Journal of Economic Studies	Economics & Business 
	Journal of Economic Surveys	Economics & Business 
	Journal of Economics	Economics & Business 
	Journal of Economics & Management Strategy	Economics & Business 
	Journal of Evolutionary Economics	Economics & Business 
	Journal of Housing Economics	Economics & Business 
	Journal of Income Distribution	Economics & Business 
	Journal of Industry, Competition and Trade	Economics & Business 
	Journal of International Economics	Economics & Business 
	Journal of International Trade & Economic Development	Economics & Business 
	Journal of Labor Economics	Economics & Business 
	Journal of Law & Economics	Economics & Business 
	Journal of Law, Economics and Organization	Economics & Business 
	Journal of Legal Studies	Economics & Business 
	Journal of Macroeconomics	Economics & Business 
	Journal of Monetary Economics	Economics & Business 
	Journal of Money, Credit and Banking	Economics & Business 
	Journal of Policy Analysis and Management	Economics & Business 
	Journal of Policy Modeling	Economics & Business 
	Journal of Political Economy	Economics & Business 
	Journal of Population Economics	Economics & Business 
	Journal of Post Keynesian Economics	Economics & Business 
	Journal of Productivity Analysis	Economics & Business 
	Journal of Public Economics	Economics & Business 
	Journal of Regional Science	Economics & Business 
	Journal of Regulatory Economics	Economics & Business 
	Journal of Risk and Uncertainty	Economics & Business 
	Journal of Socio-Economics	Economics & Business 
	Journal of the Asia Pacific Economy	Economics & Business 
	Journal of the European Economic Association	Economics & Business 
	Journal of the Japanese and International Economies	Economics & Business 
	Journal of Urban Economics	Economics & Business 
	Kyklos International Review of Social Sciences	Economics & Business 
	Labour	Economics & Business 
	Labour Economics	Economics & Business 
	Macroeconomic Dynamics	Economics & Business 
	Most	Economics & Business 
	National tax journal	Economics & Business 
	Nationalokonomisk tidsskrift : maanedskrift for samfundssporgsmaal, okonomi og handel	Economics & Business 
	NBER Macroeconomics Annual	Economics & Business 
	New England Economic Review	Economics & Business 
	Open Economies Review	Economics & Business 
	Oxford Bulletin of Economics & Statistics	Economics & Business 
	Oxford Economic Papers	Economics & Business 
	Oxford Review of Economic Policy	Economics & Business 
	Pacific Economic Bulletin	Economics & Business 
	Pacific Economic Review	Economics & Business 
	Pakistan development review	Economics & Business 
	Perspectives on Labour and Income	Economics & Business 
	Perspektiven Der Wirtschaftspolitik	Economics & Business 
	Politicka ekonomie	Economics & Business 
	Portuguese Economic Journal	Economics & Business 
	Post-Communist Economies	Economics & Business 
	Public Choice	Economics & Business 
	Public Finance Review	Economics & Business 
	Recherches economiques de Louvain	Economics & Business 
	Reflets et Perspectives de la Vie Economique	Economics & Business 
	Regional Science and Urban Economics	Economics & Business 
	Research in Economics	Economics & Business 
	Research in Experimental Economics	Economics & Business 
	Research in Labor Economics	Economics & Business 
	Research in Law and Economics	Economics & Business 
	Research in Political Economy	Economics & Business 
	Research in the History of Economic Thought and Methodology	Economics & Business 
	Research on Economic Inequality	Economics & Business 
	Review of Economic Dynamics	Economics & Business 
	Review of Economic Studies	Economics & Business 
	Review of Economics and Statistics	Economics & Business 
	Review of Economics of the Household	Economics & Business 
	Review of Income and Wealth	Economics & Business 
	Review of Industrial Organization	Economics & Business 
	Review of International Economics	Economics & Business 
	Review of Law & Economics	Economics & Business 
	Review of Political Economy	Economics & Business 
	Review of Radical Political Economics (Elsevier)	Economics & Business 
	Review of Social Economy	Economics & Business 
	Review of Urban & Regional Development Studies	Economics & Business 
	Review of World Economics	Economics & Business 
	Revista Brasileira de Economia	Economics & Business 
	Revue de l'OFCE	Economics & Business 
	Revue d'economie politique	Economics & Business 
	Revue d'etudes comparatives est-ouest	Economics & Business 
	Revue du Marche Commun et de L'Union Europeenne	Economics & Business 
	Revue Economique	Economics & Business 
	Russian and East European Finance and Trade	Economics & Business 
	Scottish Journal of Political Economy	Economics & Business 
	Singapore Economic Review	Economics & Business 
	Social security bulletin	Economics & Business 
	Southern economic journal	Economics & Business 
	Spanish Economic Review	Economics & Business 
	Spatial Economic Analysis	Economics & Business 
	Statistical journal of the United Nations Economic Commission for Europe	Economics & Business 
	Structural Change and Economic Dynamics	Economics & Business 
	Telecommunications Policy	Economics & Business 
	The Australian Economic Review	Economics & Business 
	The Cato journal	Economics & Business 
	The Economic and social review	Economics & Business 
	The Economic Journal	Economics & Business 
	The Economic Record	Economics & Business 
	The Economics of Transition	Economics & Business 
	The Japanese Economic Review	Economics & Business 
	The Journal of economic education	Economics & Business 
	The Journal of Economic Inequality	Economics & Business 
	The Journal of human resources	Economics & Business 
	The Journal of Industrial Economics	Economics & Business 
	The Manchester School	Economics & Business 
	The North American Journal of Economics and Finance	Economics & Business 
